sentence,label,,,,,,,,,,,,
いつもありがとうございます,13,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,14,,,,,,,,,,,,
ワンピースが多めに入ってます,15,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,16,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,17,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,18,,,,,,,,,,,,
のんちゃんのBLOG,19,,,,,,,,,,,,
  ここから,20,,,,,,,,,,,,
妹タマラのブログ^^,21,,,,,,,,,,,,
オギャー オギャー,22,,,,,,,,,,,,
えっ？ ,23,,,,,,,,,,,,
まじか？笑,24,,,,,,,,,,,,
モンキーさんごめんない,25,,,,,,,,,,,,
モンキーさん気まずそうに帰っちゃったよ,26,,,,,,,,,,,,
大人気で売り切れてになってた,27,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,28,,,,,,,,,,,,
大人気なんでお早めに,29,,,,,,,,,,,,
ここからだよ,30,,,,,,,,,,,,
↓,31,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,32,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,33,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,34,,,,,,,,,,,,
おすすめだよ,35,,,,,,,,,,,,
ヤッピー,36,,,,,,,,,,,,
ここから購入できるよん,37,,,,,,,,,,,,
かなりクールな感じ,38,,,,,,,,,,,,
可愛ええ,39,,,,,,,,,,,,
特別なのもいいよね^ ^ ,40,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,41,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,42,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,43,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,44,,,,,,,,,,,,
ホワイトも発売中,45,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,46,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,1,,,,,,,,,,,,
あんまり作れないみたい。,2,,,,,,,,,,,,
SUMMER 福袋が発売されました,3,,,,,,,,,,,,
いつも のんちゃんブランド,4,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,5,,,,,,,,,,,,
ペコリ,6,,,,,,,,,,,,
selva secreta 3周年を記念して,7,,,,,,,,,,,,
夏の福袋が発売されました^ ^,8,,,,,,,,,,,,
いつもありがとうございます,9,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,10,,,,,,,,,,,,
ワンピースが多めに入ってます,11,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,12,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,13,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,14,,,,,,,,,,,,
のんちゃんのBLOG,15,,,,,,,,,,,,
  ここから,16,,,,,,,,,,,,
妹タマラのブログ^^,17,,,,,,,,,,,,
お誕生日シールだけもらって帰ろう,18,,,,,,,,,,,,
それがのんちゃんのお誕生日プレゼントね,19,,,,,,,,,,,,
大人気で売り切れてになってた,20,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,21,,,,,,,,,,,,
大人気なんでお早めに,22,,,,,,,,,,,,
ここからだよ,23,,,,,,,,,,,,
↓,24,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,25,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,26,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,27,,,,,,,,,,,,
おすすめだよ,28,,,,,,,,,,,,
ヤッピー,29,,,,,,,,,,,,
ここから購入できるよん,30,,,,,,,,,,,,
かなりクールな感じ,31,,,,,,,,,,,,
可愛ええ,32,,,,,,,,,,,,
特別なのもいいよね^ ^ ,33,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,34,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,35,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,36,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,37,,,,,,,,,,,,
ホワイトも発売中,38,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,39,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,40,,,,,,,,,,,,
あんまり作れないみたい。,41,,,,,,,,,,,,
SUMMER 福袋が発売されました,42,,,,,,,,,,,,
いつも のんちゃんブランド,43,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,44,,,,,,,,,,,,
ペコリ,45,,,,,,,,,,,,
selva secreta 3周年を記念して,46,,,,,,,,,,,,
夏の福袋が発売されました^ ^,1,,,,,,,,,,,,
いつもありがとうございます,2,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,3,,,,,,,,,,,,
ワンピースが多めに入ってます,4,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,5,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,6,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,7,,,,,,,,,,,,
のんちゃんのBLOG,8,,,,,,,,,,,,
  ここから,9,,,,,,,,,,,,
妹タマラのブログ^^,10,,,,,,,,,,,,
違うよ‼️,11,,,,,,,,,,,,
のんちゃん‼️ アレクちゃん漏らしてないよ,12,,,,,,,,,,,,
アレク漏らしたどしょ？,13,,,,,,,,,,,,
ちがうよ おちびーぬが 俺の上で ,14,,,,,,,,,,,,
ミネラルアクアこぼしたんだよ‼️,15,,,,,,,,,,,,
恥ずかしいな,16,,,,,,,,,,,,
いやん,17,,,,,,,,,,,,
大人気で売り切れてになってた,18,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,19,,,,,,,,,,,,
大人気なんでお早めに,20,,,,,,,,,,,,
ここからだよ,21,,,,,,,,,,,,
↓,22,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,23,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,24,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,25,,,,,,,,,,,,
おすすめだよ,26,,,,,,,,,,,,
ヤッピー,27,,,,,,,,,,,,
ここから購入できるよん,28,,,,,,,,,,,,
かなりクールな感じ,29,,,,,,,,,,,,
可愛ええ,30,,,,,,,,,,,,
特別なのもいいよね^ ^ ,31,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,32,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,33,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,34,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,35,,,,,,,,,,,,
ホワイトも発売中,36,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,37,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,38,,,,,,,,,,,,
あんまり作れないみたい。,39,,,,,,,,,,,,
SUMMER 福袋が発売されました,40,,,,,,,,,,,,
いつも のんちゃんブランド,41,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,42,,,,,,,,,,,,
ペコリ,43,,,,,,,,,,,,
selva secreta 3周年を記念して,44,,,,,,,,,,,,
夏の福袋が発売されました^ ^,45,,,,,,,,,,,,
いつもありがとうございます,46,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,1,,,,,,,,,,,,
ワンピースが多めに入ってます,2,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,3,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,4,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,5,,,,,,,,,,,,
のんちゃんのBLOG,6,,,,,,,,,,,,
  ここから,7,,,,,,,,,,,,
妹タマラのブログ^^,8,,,,,,,,,,,,
最強 最強 ,9,,,,,,,,,,,,
可愛いぞ  ,10,,,,,,,,,,,,
笑,11,,,,,,,,,,,,
大人気で売り切れてになってた,12,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,13,,,,,,,,,,,,
大人気なんでお早めに,14,,,,,,,,,,,,
ここからだよ,15,,,,,,,,,,,,
↓,16,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,17,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,18,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,19,,,,,,,,,,,,
おすすめだよ,20,,,,,,,,,,,,
ヤッピー,21,,,,,,,,,,,,
ここから購入できるよん,22,,,,,,,,,,,,
かなりクールな感じ,23,,,,,,,,,,,,
可愛ええ,24,,,,,,,,,,,,
特別なのもいいよね^ ^ ,25,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,26,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,27,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,28,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,29,,,,,,,,,,,,
ホワイトも発売中,30,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,31,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,32,,,,,,,,,,,,
あんまり作れないみたい。,33,,,,,,,,,,,,
SUMMER 福袋が発売されました,34,,,,,,,,,,,,
いつも のんちゃんブランド,35,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,36,,,,,,,,,,,,
ペコリ,37,,,,,,,,,,,,
selva secreta 3周年を記念して,38,,,,,,,,,,,,
夏の福袋が発売されました^ ^,39,,,,,,,,,,,,
いつもありがとうございます,40,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,41,,,,,,,,,,,,
ワンピースが多めに入ってます,42,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,43,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,44,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,45,,,,,,,,,,,,
のんちゃんのBLOG,46,,,,,,,,,,,,
  ここから,1,,,,,,,,,,,,
妹タマラのブログ^^,2,,,,,,,,,,,,
えい‼️  ばぶ,3,,,,,,,,,,,,
おちびー 暖房にすんなよ,4,,,,,,,,,,,,
バレちゃった ばぶか,5,,,,,,,,,,,,
大人気で売り切れてになってた,6,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,7,,,,,,,,,,,,
大人気なんでお早めに,8,,,,,,,,,,,,
ここからだよ,9,,,,,,,,,,,,
↓,10,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,11,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,12,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,13,,,,,,,,,,,,
おすすめだよ,14,,,,,,,,,,,,
ヤッピー,15,,,,,,,,,,,,
ここから購入できるよん,16,,,,,,,,,,,,
かなりクールな感じ,17,,,,,,,,,,,,
可愛ええ,18,,,,,,,,,,,,
特別なのもいいよね^ ^ ,19,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,20,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,21,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,22,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,23,,,,,,,,,,,,
ホワイトも発売中,24,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,25,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,26,,,,,,,,,,,,
あんまり作れないみたい。,27,,,,,,,,,,,,
SUMMER 福袋が発売されました,28,,,,,,,,,,,,
いつも のんちゃんブランド,29,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,30,,,,,,,,,,,,
ペコリ,31,,,,,,,,,,,,
selva secreta 3周年を記念して,32,,,,,,,,,,,,
夏の福袋が発売されました^ ^,33,,,,,,,,,,,,
いつもありがとうございます,34,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,35,,,,,,,,,,,,
ワンピースが多めに入ってます,36,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,37,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,38,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,39,,,,,,,,,,,,
のんちゃんのBLOG,40,,,,,,,,,,,,
  ここから,41,,,,,,,,,,,,
妹タマラのブログ^^,42,,,,,,,,,,,,
可愛いおもちゃ箱だ,43,,,,,,,,,,,,
いつまでも段ボールじゃね、、、笑,44,,,,,,,,,,,,
大人気で売り切れてになってた,45,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,46,,,,,,,,,,,,
大人気なんでお早めに,1,,,,,,,,,,,,
ここからだよ,2,,,,,,,,,,,,
↓,3,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,4,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,5,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,6,,,,,,,,,,,,
おすすめだよ,7,,,,,,,,,,,,
ヤッピー,8,,,,,,,,,,,,
ここから購入できるよん,9,,,,,,,,,,,,
かなりクールな感じ,10,,,,,,,,,,,,
可愛ええ,11,,,,,,,,,,,,
特別なのもいいよね^ ^ ,12,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,13,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,14,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,15,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,16,,,,,,,,,,,,
ホワイトも発売中,17,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,18,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,19,,,,,,,,,,,,
あんまり作れないみたい。,20,,,,,,,,,,,,
SUMMER 福袋が発売されました,21,,,,,,,,,,,,
いつも のんちゃんブランド,22,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,23,,,,,,,,,,,,
ペコリ,24,,,,,,,,,,,,
selva secreta 3周年を記念して,25,,,,,,,,,,,,
夏の福袋が発売されました^ ^,26,,,,,,,,,,,,
いつもありがとうございます,27,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,28,,,,,,,,,,,,
ワンピースが多めに入ってます,29,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,30,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,31,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,32,,,,,,,,,,,,
のんちゃんのBLOG,33,,,,,,,,,,,,
  ここから,34,,,,,,,,,,,,
妹タマラのブログ^^,35,,,,,,,,,,,,
おちびー起きたし,36,,,,,,,,,,,,
 そろそろご飯にしようか,37,,,,,,,,,,,,
おやつちょいと食べる？か？,38,,,,,,,,,,,,
おいちー ばぶよ,39,,,,,,,,,,,,
一つだけね,40,,,,,,,,,,,,
大人気で売り切れてになってた,41,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,42,,,,,,,,,,,,
大人気なんでお早めに,43,,,,,,,,,,,,
ここからだよ,44,,,,,,,,,,,,
↓,45,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,46,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,1,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,2,,,,,,,,,,,,
おすすめだよ,3,,,,,,,,,,,,
ヤッピー,4,,,,,,,,,,,,
ここから購入できるよん,5,,,,,,,,,,,,
かなりクールな感じ,6,,,,,,,,,,,,
可愛ええ,7,,,,,,,,,,,,
特別なのもいいよね^ ^ ,8,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,9,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,10,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,11,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,12,,,,,,,,,,,,
ホワイトも発売中,13,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,14,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,15,,,,,,,,,,,,
あんまり作れないみたい。,16,,,,,,,,,,,,
SUMMER 福袋が発売されました,17,,,,,,,,,,,,
いつも のんちゃんブランド,18,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,19,,,,,,,,,,,,
ペコリ,20,,,,,,,,,,,,
selva secreta 3周年を記念して,21,,,,,,,,,,,,
夏の福袋が発売されました^ ^,22,,,,,,,,,,,,
いつもありがとうございます,23,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,24,,,,,,,,,,,,
ワンピースが多めに入ってます,25,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,26,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,27,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,28,,,,,,,,,,,,
のんちゃんのBLOG,29,,,,,,,,,,,,
  ここから,30,,,,,,,,,,,,
妹タマラのブログ^^,31,,,,,,,,,,,,
気持ちいにゃり,32,,,,,,,,,,,,
ライチもこっちにきて日焼けするにゃりか？,33,,,,,,,,,,,,
私は美白だから日焼けなんてしないわ,34,,,,,,,,,,,,
大人気で売り切れてになってた,35,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,36,,,,,,,,,,,,
大人気なんでお早めに,37,,,,,,,,,,,,
ここからだよ,38,,,,,,,,,,,,
↓,39,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,40,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,41,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,42,,,,,,,,,,,,
おすすめだよ,43,,,,,,,,,,,,
ヤッピー,44,,,,,,,,,,,,
ここから購入できるよん,45,,,,,,,,,,,,
かなりクールな感じ,46,,,,,,,,,,,,
可愛ええ,1,,,,,,,,,,,,
特別なのもいいよね^ ^ ,2,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,3,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,4,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,5,,,,,,,,,,,,
uvカット加工もされてるから便利だよ,6,,,,,,,,,,,,
ホワイトも発売中,7,,,,,,,,,,,,
在庫に限りがあるのでおはやめに,8,,,,,,,,,,,,
ホワイトはスペシャルカラーのため ,9,,,,,,,,,,,,
あんまり作れないみたい。,10,,,,,,,,,,,,
SUMMER 福袋が発売されました,11,,,,,,,,,,,,
いつも のんちゃんブランド,12,,,,,,,,,,,,
selva secreta 愛用ありがとうございます,13,,,,,,,,,,,,
ペコリ,14,,,,,,,,,,,,
selva secreta 3周年を記念して,15,,,,,,,,,,,,
夏の福袋が発売されました^ ^,16,,,,,,,,,,,,
いつもありがとうございます,17,,,,,,,,,,,,
夏の福袋なのでコートは入ってなくて,18,,,,,,,,,,,,
ワンピースが多めに入ってます,19,,,,,,,,,,,,
のんちゃんのブランドではほとんどセール,20,,,,,,,,,,,,
とかやらなく 数に限りがあるのでお早めに^ ^,21,,,,,,,,,,,,
のんちゃんブランドはここから^ ^,22,,,,,,,,,,,,
のんちゃんのBLOG,23,,,,,,,,,,,,
  ここから,24,,,,,,,,,,,,
妹タマラのブログ^^,25,,,,,,,,,,,,
おちびーぬ,26,,,,,,,,,,,,
ず〜っと遊んでたな www,27,,,,,,,,,,,,
どんだけだよ、、、、笑,28,,,,,,,,,,,,
今のうちに準備するか,29,,,,,,,,,,,,
大人気で売り切れてになってた,30,,,,,,,,,,,,
ブラックのハットが予約可能になりました^ ^,31,,,,,,,,,,,,
大人気なんでお早めに,32,,,,,,,,,,,,
ここからだよ,33,,,,,,,,,,,,
↓,34,,,,,,,,,,,,
遊び心で作ったスペシャルモデルなので、、笑,35,,,,,,,,,,,,
すごく数が少ないみたい^ ^ ,36,,,,,,,,,,,,
個性的に人とちょっと 違うのが欲しい人に,37,,,,,,,,,,,,
おすすめだよ,38,,,,,,,,,,,,
ヤッピー,39,,,,,,,,,,,,
ここから購入できるよん,40,,,,,,,,,,,,
かなりクールな感じ,41,,,,,,,,,,,,
可愛ええ,42,,,,,,,,,,,,
特別なのもいいよね^ ^ ,43,,,,,,,,,,,,
新しい色のハット発売されたよ^ ^ ,44,,,,,,,,,,,,
日本製で型綺麗なんだな^ ^,45,,,,,,,,,,,,
今回のclassicシリーズも長く使えるデザインになってます。,46,,,,,,,,,,,,
